,Unnamed: 0,상권코드,분기당매출건수,주중매출건수,주말매출건수,월요일매출건수,화요일매출건수,수요일매출건수,목요일매출건수,금요일매출건수,토요일매출건수,일요일매출건수,시간대00~06매출건수,시간대06~11매출건수,시간대11~14매출건수,시간대14~17매출건수,시간대17~21매출건수,시간대21~24매출건수,남성매출건수,여성매출건수,연령대10매출건수,연령대20매출건수,연령대30매출건수,연령대40매출건수,연령대50매출건수,연령대60이상매출건수,분기당매출금액,주중매출금액,주말매출금액,월요일매출금액,화요일매출금액,수요일매출금액,목요일매출금액,금요일매출금액,토요일매출금액,일요일매출금액,시간대00~06매출금액,시간대06~11매출금액,시간대11~14매출금액,시간대14~17매출금액,시간대17~21매출금액,시간대21~24매출금액,남성매출금액,여성매출금액,연령대10매출금액,연령대20매출금액,연령대30매출금액,연령대40매출금액,연령대50매출금액,연령대60이상매출금액,점포수,총생활인구수,남성생활인구수,여성생활인구수,연령대10생활인구수,연령대20생활인구수,연령대30생활인구수,연령대40생활인구수,연령대50생활인구수,연령대60이상생활인구수,시간대1생활인구수,시간대2생활인구수,시간대3생활인구수,시간대4생활인구수,시간대5생활인구수,시간대6생활인구수,월요일생활인구수,화요일생활인구수,수요일생활인구수,목요일생활인구수,금요일생활인구수,토요일생활인구수,일요일생활인구수,총직장인구수,집객시설수,관공서수,은행수,대학교수,백화점수,슈퍼마켓수,의료시설수,교육시설수,여가시설수,교통시설수,00시~06시유동인구,06시~11시유동인구,11시~14시유동인구,14시~17시유동인구,17시~21시유동인구,21시~24시유동인구,cluster
520,520,2110815,24007,17702,6305,3889,2971,3578,2867,4397,3077,3228,4981.0,,527.0,162.0,4303,14034,15294,7164,129.0,5302.0,6751.0,4917.0,3816.0,1543.0,1048320682,789176962,259143720,165708624,127026916,167898273,131933170,196609979,140729796,118413924,224409407.0,,8137335.0,4676708.0,183754427,627342805,649047804,305906005,2958900.0,256112482.0,281822541.0,197008198.0,173378960.0,43672726.0,5.0,1419688,675332,744356,161071,275883,250340,211787,201685,318923,390095,299746,162473,160219,224590,182563,203912,201555,203866,201812,200456,200089,207997,2240.0,29.0,2.0,1.0,,,,9.0,,,,117707,1674642,699597,793518,1376909,501573,1
521,521,2110813,1968,1692,276,273,329,514,306,270,181,95,303.0,,424.0,42.0,443,756,1194,626,,389.0,395.0,446.0,359.0,231.0,92717204,72809616,19907588,11373577,11505904,26204198,12800224,10925713,10600368,9307220,19447007.0,,7149691.0,1405009.0,23476266,41239231,60480445,23127273,,16847423.0,17522059.0,22446723.0,14639878.0,12151635.0,6.0,1456775,689278,767497,323959,200150,232486,232229,214585,253366,377988,302486,180241,166679,237269,192112,209956,213084,210147,207450,206702,203030,206405,286.0,20.0,1.0,,,,1.0,,,,,64282,1042709,466783,581617,996112,368286,4
522,522,2110812,1694,1433,261,250,348,271,271,293,239,22,184.0,,,,598,912,1260,293,,109.0,185.0,435.0,630.0,196.0,83651549,73409611,10241938,11501816,16964908,14206210,14227931,16508746,9622860,619078,8580203.0,,,,28184337,46887009,57487360,11968839,,6896746.0,10806712.0,16834576.0,27684731.0,7233436.0,2.0,599716,277497,322221,95902,92087,108218,96563,86702,120243,150044,118084,68903,68790,110705,83190,85577,84783,85104,84041,85006,85978,89228,363.0,10.0,,,,,,,,,,67713,1115862,497704,623645,1054195,369846,4
523,523,2110810,651,450,201,99,128,77,47,99,109,92,89.0,,12.0,47.0,133,370,541,87,,60.0,56.0,98.0,263.0,151.0,25108381,17949862,7158519,3730814,5167719,2731419,2449135,3870775,3462829,3695690,3182143.0,,404327.0,920866.0,4622811,15978234,20827354,3436697,,3009993.0,1494519.0,3371027.0,10607399.0,5781112.0,10.0,1435331,687565,747766,193541,189324,223978,219031,220576,388880,376781,299641,169506,166125,237243,186037,206890,205066,206449,202484,202796,204462,207184,395.0,25.0,,1.0,,,,,,,,72802,468136,217515,251003,385593,161410,1
524,524,2110809,1550,1020,530,179,234,136,214,257,372,158,316.0,,,5.0,370,859,1126,387,,191.0,380.0,348.0,452.0,141.0,80270983,59145170,21125813,10279130,16906420,7100737,12982680,11876203,15399294,5726519,16137113.0,,,187523.0,14923145,49023202,61563621,16846074,,6964563.0,17094503.0,16893666.0,28754384.0,8702577.0,6.0,499620,254826,244794,75875,56220,74178,81322,82487,129538,125913,83262,57015,59131,96505,77793,72931,72399,72476,70451,71749,70206,69408,112.0,12.0,,,,,,,,,,87347,524536,247619,293646,460651,193014,4
525,525,2110807,798,610,188,84,99,126,144,157,109,79,141.0,,,,186,471,496,290,,219.0,289.0,193.0,51.0,33.0,34035111,26541507,7493604,3906632,4316267,5383345,5843465,7091798,4369084,3124520,6274152.0,,,,6589238,21171721,20291937,12923270,,9717018.0,11302043.0,8893071.0,2231881.0,1071193.0,2.0,386268,208038,178230,23985,100358,93211,61588,52511,54616,74494,88361,49538,51062,73356,49455,54731,55586,54945,55341,55803,55832,54030,102.0,1.0,,,,,,,,,,128008,1287901,481743,560741,1092413,413093,4
526,526,2110804,3044,1927,1117,189,436,424,596,282,814,303,236.0,,49.0,49.0,1355,1355,1890,871,,302.0,409.0,1047.0,482.0,519.0,159731559,103956675,55774884,6437201,21225067,23561050,36314781,16418576,33356809,22418075,35115000.0,,830184.0,879018.0,56756036,66151321,120518119,28552607,,7992930.0,16010381.0,85837322.0,22063071.0,17167022.0,3.0,683351,311645,371707,104689,88097,114001,112957,110751,152857,193532,134000,74623,75249,113934,92013,95743,94817,94992,95146,94333,101214,107106,312.0,17.0,2.0,,,,,,,,,108097,1172820,473126,575660,959508,348098,4
527,527,2110803,1149,690,459,115,115,58,144,258,172,287,,,115.0,229.0,431,374,977,172,,29.0,143.0,201.0,547.0,229.0,56613592,28824076,27789516,4569320,6092427,2931262,2500194,12730873,10518058,17271458,,,3678447.0,8592622.0,26467572,17874951,52963883,3649709,,229903.0,2413981.0,12932038.0,32761165.0,8276505.0,5.0,1090009,552947,537063,170893,104328,175950,159010,191937,287890,328103,230630,117205,110584,160623,142864,154729,153910,152736,153735,150237,155490,169173,304.0,7.0,1.0,,,,,,,,,67526,454760,231421,274734,398880,167152,4
528,528,2110802,1951,1309,642,200,214,294,294,307,335,307,,,307.0,281.0,1002,361,1176,574,,107.0,201.0,374.0,548.0,521.0,138170028,97019108,41150920,13075193,20028320,18821810,21959004,23134781,24755488,16395432,,,14502161.0,17768956.0,78901429,26997482,91718754,28614177,,5182779.0,11445136.0,24346636.0,36629513.0,42728866.0,6.0,587541,290153,297389,51601,65901,89852,93805,108964,177418,164954,117112,66450,66726,95269,77029,85472,84445,84703,84620,83573,81868,82861,336.0,6.0,,1.0,,,,,,,,76215,500370,245174,291209,427591,176803,4
529,529,2110792,2464,1358,1106,270,329,252,240,267,543,563,872.0,,12.0,183.0,464,933,1997,432,47.0,302.0,351.0,534.0,933.0,262.0,106423616,55520783,50902833,10627189,11800684,10638895,10185498,12268517,26594683,24308150,40446222.0,,475076.0,8801405.0,18209405,38491508,87675448,17525742,4501712.0,12565736.0,11343215.0,16689716.0,48278130.0,11822681.0,11.0,1954540,955314,999225,234573,241301,330467,284466,356911,506823,563473,392006,199436,208839,325661,265127,274955,265806,267930,267859,268022,297803,312163,3400.0,19.0,,,,,,,,,,168131,2260183,1536065,1746210,2804345,864967,1
530,530,2110791,1321,941,380,108,154,236,208,235,245,135,343.0,,,9.0,208,761,802,464,,284.0,282.0,256.0,272.0,171.0,59598872,41539812,18059060,4159406,7197581,9779126,9702268,10701431,12235890,5823170,16199080.0,,,1446750.0,9037667,32915375,36187475,18836049,,12611875.0,13741609.0,10462069.0,11995073.0,6212898.0,2.0,42225,19060,23164,5079,4823,7331,7027,7518,10446,9025,9119,5661,5409,7899,5112,5934,5906,5873,6013,6012,6223,6265,25.0,13.0,,,,,,,,,,105392,1031263,420600,498905,844864,298558,4
531,531,2110790,4618,3332,1286,724,725,656,595,632,711,575,912.0,8.0,96.0,132.0,1303,2167,2978,1632,98.0,1526.0,1175.0,687.0,573.0,550.0,176320500,127547554,48772946,27447344,26830950,24417724,24355505,24496031,28288275,20484671,34976823.0,227182.0,3802138.0,4958124.0,47524592,84831641,116711030,59130766,3264555.0,55230099.0,45718934.0,23917317.0,25806524.0,21904367.0,6.0,718689,334883,383806,70039,78363,115953,112205,132004,210127,215466,146250,71324,73378,115883,96388,101546,99391,100200,99684,98598,105586,113683,739.0,16.0,2.0,,,,,,,,,106549,1090343,453680,528108,874899,318036,4
532,532,2110789,297,208,89,68,30,40,40,30,59,30,10.0,,,,128,159,217,80,,10.0,,79.0,159.0,49.0,16351880,12076298,4275582,2458706,2093357,3841112,2241471,1441652,3604128,671454,98743.0,,,,6773787,9479350,12816871,3535009,,434470.0,,5835724.0,8363553.0,1718133.0,1.0,576816,270888,305927,61186,73770,94887,98719,100633,147623,126948,124169,77176,75655,99769,73100,82659,82855,82823,81242,81530,79769,85939,491.0,27.0,,2.0,,,,,,,,53855,493377,273806,304204,432959,176931,4
533,533,2110787,1280,910,370,165,113,160,234,238,260,110,195.0,9.0,73.0,73.0,279,651,975,226,27.0,105.0,78.0,238.0,517.0,237.0,51069761,32045406,19024355,4407339,3977835,6525147,8702362,8432723,15051095,3973260,7479610.0,579997.0,1614916.0,1836415.0,13583786,25975037,39235444,7821709,1246800.0,4176890.0,2696002.0,10444007.0,16430526.0,12062929.0,5.0,787358,372591,414767,116973,94979,118047,111572,149904,195882,178820,150710,91567,102212,156360,107690,111508,107631,108220,108800,107310,119788,124101,171.0,18.0,1.0,1.0,,,,,,,,46605,493148,244398,291220,431842,173880,4
534,534,2110785,243,117,126,48,10,10,20,29,88,38,20.0,,,49.0,87,87,146,87,,,40.0,39.0,48.0,107.0,7705263,4314169,3391094,2827530,97166,330364,408097,651012,2234818,1156276,719029.0,,,767611.0,4042105,2176518,3974089,3634008,,,1224292.0,1088259.0,2788664.0,2506882.0,1.0,806030,381628,424402,124974,92005,121841,124058,137053,206098,230075,152903,83814,88008,136571,114661,113971,109567,110218,110873,109904,122800,128698,161.0,14.0,1.0,,,,,,,,,20091,354946,167170,192594,305641,132620,4
535,535,2110784,701,337,364,40,49,99,89,60,215,149,108.0,,10.0,158.0,228,197,641,60,,,20.0,30.0,296.0,355.0,82183996,23382399,58801597,1333034,2764810,8393176,8017951,2873428,45767490,13034107,8788148.0,,2962297.0,33622072.0,20143620,16667859,79517928,2666068,,,1036804.0,3159783.0,22197479.0,55789930.0,3.0,345603,169243,176360,28930,35880,50329,62082,70591,97791,99126,68530,36621,36396,57153,47779,48527,48205,48171,47178,47911,50387,55223,76.0,4.0,,,,,,,,,,50195,390135,224074,242932,330333,138308,4
536,536,2110783,3921,3195,726,572,594,619,534,876,587,139,619.0,,,19.0,1017,2266,2023,1767,22.0,1103.0,1587.0,638.0,341.0,103.0,183404750,141990202,41414548,21027489,31529029,30162783,22868841,36402060,34967250,6447298,35401343.0,,,213248.0,38814448,108975711,87532775,81748395,193836.0,51956427.0,68500721.0,30068149.0,15844030.0,2718007.0,4.0,239975,117905,122070,23066,40187,58084,47616,34170,36851,36736,52979,41891,43122,42925,22325,37623,38071,37608,37003,37259,27344,25068,292.0,5.0,,,,,,,,,,75369,1035848,575137,636034,1005004,329726,4
537,537,2110781,989,690,299,101,158,89,149,193,173,126,129.0,,51.0,61.0,335,413,716,195,9.0,12.0,38.0,248.0,273.0,330.0,41880536,27842898,14037638,3471317,5986073,3748865,2900319,11736324,6984376,7053262,7977236.0,,87366.0,2321319.0,12488123,19006492,35295313,4915959,191270.0,594664.0,2103957.0,10642924.0,12841139.0,13837318.0,7.0,1356568,648498,708069,119936,148384,197619,235710,262373,392546,376378,259451,147421,157930,234659,180729,191127,187455,188137,186433,185827,201288,216302,182.0,6.0,,,,,,,,,,52430,359724,196000,217529,313334,125170,4
538,538,2110778,2834,1447,1387,279,326,299,310,233,623,764,221.0,,109.0,405.0,1011,1088,2376,417,,12.0,331.0,479.0,1276.0,694.0,191560533,88203272,103357261,15527830,27293958,17806371,14758180,12816933,40072962,63284299,17476525.0,,6825109.0,22497162.0,79466742,65294995,163916162,13359218,,453976.0,15545495.0,32268602.0,95503193.0,33504113.0,16.0,1391055,711897,679159,73401,201307,269982,244077,273271,329018,350130,274734,160861,166897,249322,189114,197162,194391,196129,195138,192830,199274,216133,1615.0,32.0,1.0,1.0,,,,,,,,303220,4401859,1470584,1639369,3672671,1256836,5
539,539,2110776,482,358,124,70,64,79,91,54,78,46,70.0,,,8.0,241,163,340,142,,101.0,24.0,105.0,135.0,117.0,17758105,12609030,5149075,3168274,2037830,2643598,3414217,1345111,3210537,1938538,3421637.0,,,285170.0,8271673,5779625,12581600,5176505,,3637093.0,794916.0,4193227.0,4520083.0,4612786.0,7.0,799559,396471,403088,94422,85195,117240,128252,163766,210687,246923,157911,79953,79945,121530,113298,114481,112090,112121,111580,111115,117043,121131,168.0,13.0,,,,,1.0,,,,,29702,321676,153455,170494,249774,96164,4
540,540,2110775,3006,1949,1057,339,515,367,158,570,360,697,155.0,,258.0,662.0,1188,743,2862,135,,155.0,189.0,417.0,1564.0,671.0,261592871,164879889,96712982,28580878,28473152,26482319,16820548,64522992,27031379,69681603,11996150.0,,15780843.0,50201342.0,97435105,86179431,240782138,19370301,,17176402.0,8292626.0,32864858.0,162428229.0,39390324.0,5.0,417894,214852,203042,25387,40284,64900,75482,101323,110517,136889,81601,40049,40554,64293,54506,59028,57591,57637,57311,57704,61098,67525,61.0,8.0,1.0,,,,,,,,,54659,304768,194035,206818,293684,111658,4
541,541,2110771,239,119,120,40,13,26,13,27,80,40,,,13.0,54.0,92,80,226,13,,,27.0,53.0,106.0,53.0,18753482,7039196,11714286,1593780,929705,2457078,1062520,996113,7862650,3851636,,,265630.0,2589893.0,5684483,10213476,16097181,2656301,,,2125040.0,3453191.0,11687722.0,1487529.0,1.0,416912,212194,204719,19474,39798,69284,75406,99269,113681,113010,75279,45903,49845,77764,55112,58536,57095,56876,56697,57252,61612,68844,955.0,3.0,1.0,,,,,,,,,67192,487554,273851,295893,448036,181149,4
542,542,2110769,692,451,241,99,84,64,99,105,149,92,7.0,,35.0,70.0,262,318,402,290,,161.0,426.0,70.0,28.0,7.0,45845516,28987299,16858217,5560368,7155093,3810404,6460046,6001388,9569055,7289162,395153.0,,2039272.0,4071488.0,15502700,23836903,28098204,17747312,,10951385.0,26778675.0,5461579.0,2145117.0,508760.0,2.0,466841,233691,233150,29419,43996,74767,82529,108167,127964,133031,85658,47915,50511,82582,67144,65719,63972,63816,63758,63962,69080,76535,18.0,,,,,,,,,,,62941,454074,264751,287836,421818,163473,4
543,543,2110768,2921,1935,986,470,296,400,326,443,723,263,380.0,,,,770,1771,1862,951,,556.0,550.0,620.0,640.0,446.0,151571181,99559333,52011848,19971446,18844692,19149667,16812167,24781361,37660669,14351179,22590082.0,,,,33036584,95944515,93917096,49909106,,29181239.0,33943128.0,26084221.0,31938222.0,22679390.0,3.0,239129,118297,120832,20967,36241,53643,37147,39106,52024,73927,47783,23643,23085,35804,34886,33637,33010,33855,33952,32872,34678,37124,294.0,4.0,,,,,,,,,,31137,665401,280702,319908,551728,232406,4
544,544,2110766,1434,867,567,211,104,284,140,128,218,349,91.0,,186.0,355.0,469,333,1401,33,,,118.0,123.0,768.0,425.0,68293438,37478848,30814590,10085010,9044465,11557949,4166915,2624509,13800407,17014183,3384792.0,,2605486.0,9772081.0,24923433,27607646,66085226,2208212,,,7954162.0,12886143.0,32294711.0,15158422.0,11.0,959844,481356,478488,97157,115186,163870,164141,183436,236055,209504,190991,120440,121956,186830,130123,137910,137231,135498,136243,136089,135575,141299,360.0,5.0,,,,,,,,,,45720,493355,265468,289356,444861,173189,4
545,545,2110762,1893,1384,509,141,333,246,211,453,420,89,631.0,,,18.0,210,1034,1035,684,18.0,561.0,613.0,123.0,334.0,71.0,109200295,80216981,28983314,7486918,16499274,14360155,11186543,30684091,25704500,3278814,43361004.0,,,508479.0,9608505,55722307,66838717,30298348,561081.0,24827813.0,42291444.0,6645297.0,19111805.0,3699625.0,6.0,1594894,803218,791676,179981,286868,425716,272224,201158,228949,373488,349815,227257,223317,249149,171871,239200,242337,240391,238555,235297,200507,198608,3139.0,51.0,4.0,3.0,,,,,,,,42514,844721,300905,354300,741827,219274,1
546,546,2110759,31939,19074,12865,3547,3593,3780,3671,4483,6972,5893,902.0,,3272.0,6346.0,11783,9636,13382,17663,90.0,13007.0,11168.0,3751.0,2277.0,753.0,1334433129,815353042,519080087,149828759,160831702,158178361,150522959,195991261,291830171,227249916,52587763.0,,89851993.0,185654879.0,514447933,491890561,570335160,697863226,3285044.0,508568359.0,471549459.0,165308078.0,89812979.0,29674467.0,20.0,1015230,504852,510381,116663,138531,197596,193256,158015,211169,143924,211322,168266,176691,210456,104572,146817,151398,150739,150020,153040,138727,124493,4221.0,34.0,3.0,2.0,,,,,,,,54060,1502556,536286,633183,1383211,416095,1
547,547,2110758,4473,3236,1237,348,584,802,671,831,646,591,37.0,6.0,751.0,882.0,2151,646,1976,2038,24.0,87.0,1565.0,1509.0,633.0,192.0,102096720,73163621,28933099,7679462,11639088,17964922,15262637,20617512,15445274,13487825,1584099.0,105607.0,8362799.0,10751993.0,60118723,21173499,49104577,42391725,238546.0,971581.0,28504460.0,41145568.0,16318702.0,4317446.0,2.0,382151,181346,200803,92239,43897,81218,75547,38146,51103,101036,82438,46622,43875,58349,49831,57434,57348,56315,55807,55289,49599,50357,296.0,3.0,,,,,,,,,,38675,478615,190605,230118,388972,137270,4
548,548,2110757,3251,2646,605,455,523,424,555,689,421,184,267.0,,37.0,106.0,947,1894,1943,894,,267.0,731.0,643.0,786.0,412.0,141173956,116547975,24625981,17865570,19856604,20558458,25983388,32283955,16719758,7906223,11862486.0,,750133.0,5247866.0,36063541,87249930,80403473,34419931,,9290602.0,28341798.0,28184884.0,32697864.0,16308257.0,10.0,143305,75055,68249,16237,21233,33861,28674,19224,24078,39585,30317,16652,16834,21875,18044,21269,21357,21360,21297,21008,18513,18502,1501.0,9.0,,1.0,,,,,,,,40171,834235,329160,368096,664997,202257,4
549,549,2110755,901,642,259,103,102,140,93,204,250,9,102.0,,,,269,530,501,363,,84.0,157.0,428.0,149.0,46.0,52125208,37476034,14649174,3519335,6945688,9916435,6931741,10162835,13105688,1543486,5588165.0,,,,14026200,32510843,26564702,23180190,,5044225.0,8596103.0,25774362.0,7503575.0,2826625.0,2.0,192224,87636,104588,37823,19805,21928,30055,29529,53087,48314,39644,22974,24180,32842,24270,27188,27382,27319,27018,26892,27856,28569,199.0,21.0,1.0,,,,,,,,,40693,398323,211923,263705,325593,123846,4
550,550,2110754,622,472,150,75,96,73,106,122,52,98,73.0,16.0,45.0,44.0,259,185,572,50,,,11.0,11.0,331.0,269.0,22052250,17695450,4356800,2549903,3098278,2135151,4901530,5010588,1704465,2652335,1913869.0,1047121.0,964211.0,1031254.0,11353298,5742497,20434603,1617647,,,498615.0,299169.0,13147596.0,8106870.0,7.0,1502744,693969,808776,192525,200304,227850,224940,255803,401323,478714,307516,146302,141804,216783,211625,215995,215969,216823,213448,212364,210872,217273,199.0,16.0,1.0,,,,,,,,,67594,561711,294777,354762,479572,185682,4
551,551,2110753,4313,3200,1113,643,660,579,593,725,659,454,494.0,165.0,194.0,362.0,1479,1619,2798,1464,,624.0,759.0,694.0,1223.0,962.0,142856469,103678313,39178156,18728626,22843504,16982176,20383237,24740770,22431305,16746851,18431251.0,3175479.0,4701953.0,9875116.0,46909220,59763450,93626567,46583896,,21601371.0,25978453.0,25584178.0,37049062.0,29997398.0,11.0,813160,385826,427333,116570,93471,98375,120762,134810,249172,259312,159705,77096,75666,125570,115813,116418,113794,113767,112950,113472,119743,123018,617.0,26.0,1.0,,,,,,,,,53732,499555,268978,335586,443947,169378,4
552,552,2110752,4348,3077,1271,501,656,667,615,638,800,471,373.0,,20.0,221.0,1520,2214,2862,1440,10.0,500.0,753.0,657.0,1417.0,967.0,164263484,118189205,46074279,18700419,22444600,21954854,25829112,29260220,30528735,15545544,17450648.0,,146513.0,7113323.0,53275975,86277025,110924735,50819272,367185.0,18525122.0,28130292.0,25843150.0,59074861.0,29803397.0,12.0,1001378,466802,534574,149114,111467,146741,148885,171217,273952,290322,199150,103975,107539,162803,137588,141105,138293,137519,136945,136273,150712,160529,269.0,30.0,,,,,,,,,,68229,453869,227542,255986,359737,141804,4
553,553,2110751,1352,1013,339,217,209,142,236,209,223,116,86.0,,,39.0,631,596,902,435,13.0,159.0,171.0,185.0,478.0,331.0,49399673,37464546,11935127,6604987,8611937,5276748,9138121,7832753,8340263,3594864,4020949.0,,,718972.0,23104089,21555663,34107088,14945464,410842.0,4921223.0,6625883.0,7949055.0,20115104.0,9030444.0,6.0,985534,469177,516357,104274,146194,168267,145312,174610,246877,282960,204095,108139,104862,153461,132016,141673,140565,140792,139424,138486,139930,144663,730.0,3.0,,,,,,,,,,110835,608871,271079,334567,534410,205315,4
554,554,2110750,699,519,180,66,124,77,87,165,160,20,131.0,,,,249,319,547,137,5.0,144.0,150.0,171.0,128.0,86.0,39314849,27675378,11639471,3727025,5088894,3545100,5448666,9865693,9768584,1870887,9024722.0,,,,13907585,16382542,29824562,7271707,886074.0,7966761.0,6561226.0,8630538.0,6717666.0,6334004.0,7.0,735322,334422,400900,87260,83799,103588,106373,128853,225448,230142,164038,74439,73761,101533,91407,104573,101479,101970,102283,100938,107845,116236,397.0,14.0,1.0,1.0,,,,,,,,51821,287774,146558,166123,238687,90024,4
555,555,2110749,7888,5946,1942,1104,1138,1349,1061,1294,1011,931,892.0,,,326.0,4040,2630,5201,2182,127.0,795.0,867.0,2184.0,1664.0,1747.0,189364465,139914069,49450396,29779000,26020670,30300489,26515967,27297943,27356265,22094131,21967135.0,,,6198760.0,94864696,66333874,116439383,47874258,1014024.0,20185612.0,16713684.0,52236097.0,38264944.0,35899278.0,6.0,780084,375325,404760,125783,81034,112572,127721,132165,200809,243510,173620,80750,73752,103085,105367,115148,114028,112716,111694,111283,105785,109428,448.0,19.0,,,,,,,,,,21166,156632,63247,76836,128407,42608,4
556,556,2110748,293,169,124,10,22,37,89,11,62,62,52.0,7.0,,,11,161,188,43,,,,84.0,136.0,11.0,11148838,6793246,4355592,315622,799577,1321811,3956448,399788,2177796,2177796,2638178.0,402964.0,,,273539,5656361,7929488,1041554,,,,3093099.0,5604404.0,273539.0,3.0,362909,171336,191574,77722,40925,48626,51041,58324,86271,93588,70689,42823,42896,62902,50010,52276,53264,52756,52678,52496,49452,49986,102.0,12.0,,,,,,,,,,60247,537183,277012,333659,489340,189585,4
557,557,2110747,2259,1371,888,202,233,373,255,308,474,414,33.0,,,226.0,970,1030,1501,471,,193.0,224.0,243.0,579.0,734.0,103695610,59553898,44141712,9050580,10002160,19107690,9698167,11695301,20925281,23216431,2314161.0,,,14589715.0,42777894,44013840,72685339,17454821,,8120887.0,11867556.0,10901092.0,24669656.0,34580969.0,3.0,219869,115992,103877,20056,27881,35418,34981,43927,57605,43474,45947,28202,30031,42350,29866,31259,31315,30982,30969,31249,32235,31859,823.0,11.0,,,,,,,,,,60456,729645,252417,307625,593024,195243,4
